Station Offset to Points Report,,,,
,,,,
Client:,Prepared by:,,,
Client,Preparer,,,
Client Company,Your Company Name,,,
Address 1,123 Main Street,,,
Date: 7/7/2024 10:32:13 AM,,,,
,,,,
,,,,
Alignment Name: en-d19,,,,
Description:,,,,
"Station Range: Start: 17+125.67, End: 23+797.40",,,,
,,,,
Point,Station,Offset,Elevation,Description
1852,21+520.03,-0.004m,"1,085.318m",
1853,21+520.01,-4.731m,"1,086.355m",
1854,21+520.05,-5.726m,"1,086.599m",
1855,21+520.06,-7.508m,"1,087.051m",
1856,21+520.09,-9.461m,"1,087.125m",
1857,21+520.13,-12.848m,"1,087.081m",
1858,21+520.02,-16.079m,"1,087.051m",
1859,21+540.04,-16.010m,"1,087.051m",
1860,21+540.08,-12.751m,"1,087.100m",
1861,21+540.00,-9.439m,"1,087.123m",
1862,21+540.10,-7.884m,"1,087.080m",
1863,21+540.05,-5.220m,"1,086.431m",
1864,21+540.03,-0.050m,"1,084.992m",
1865,21+540.01,4.400m,"1,084.599m",
1866,21+540.06,6.085m,"1,084.472m",
1867,21+539.93,13.897m,"1,084.419m",
1868,21+540.10,15.082m,"1,084.179m",
1869,21+540.28,21.469m,"1,084.000m",
1870,21+540.10,25.650m,"1,083.943m",
1871,21+560.04,-16.007m,"1,087.073m",
1872,21+559.84,-12.657m,"1,087.122m",
1873,21+559.92,-9.336m,"1,087.130m",
1874,21+559.96,-5.178m,"1,086.337m",
1875,21+560.14,-0.083m,"1,084.679m",
1876,21+560.13,6.391m,"1,083.570m",
1877,21+559.94,13.497m,"1,083.818m",
1878,21+560.05,15.202m,"1,083.552m",
1879,21+560.35,20.947m,"1,083.401m",
1880,21+560.29,27.127m,"1,083.273m",
1881,21+560.31,31.562m,"1,083.150m",
1882,21+580.12,-15.946m,"1,087.129m",
1883,21+579.98,-12.861m,"1,087.126m",
1884,21+580.01,-9.364m,"1,087.205m",
1885,21+580.00,-5.681m,"1,086.492m",
1886,21+580.08,-1.889m,"1,084.919m",
1887,21+580.02,-0.088m,"1,084.358m",
1888,21+580.10,7.288m,"1,083.305m",
1889,21+579.88,11.880m,"1,083.436m",
1890,21+580.00,13.687m,"1,083.211m",
1891,21+580.02,14.999m,"1,083.107m",
1892,21+580.26,20.882m,"1,082.990m",
1893,21+580.45,24.716m,"1,082.713m",
1894,21+580.41,31.585m,"1,082.477m",
1895,21+599.96,31.060m,"1,082.560m",
1896,21+600.38,25.568m,"1,082.861m",
1897,21+599.93,22.805m,"1,083.077m",
1898,21+599.93,20.563m,"1,083.037m",
1899,21+599.96,13.662m,"1,083.279m",
1900,21+599.97,10.951m,"1,083.579m",
1901,21+600.05,4.524m,"1,083.667m",
1902,21+600.01,-0.036m,"1,084.720m",
1903,21+599.97,-5.201m,"1,086.479m",
1904,21+599.98,-7.308m,"1,087.210m",
1905,21+600.01,-9.144m,"1,087.296m",
1906,21+600.03,-12.520m,"1,087.243m",
1907,21+600.02,-15.958m,"1,087.205m",
1908,21+603.66,-15.878m,"1,087.215m",
1909,21+603.72,-12.441m,"1,087.243m",
1910,21+603.67,-9.235m,"1,087.299m",
1911,21+603.56,-7.189m,"1,087.160m",
1912,21+603.61,-5.179m,"1,086.478m",
1913,21+079.94,-4.617m,"1,087.356m",
1914,21+079.97,0.051m,"1,087.078m",
1915,21+080.11,5.603m,"1,087.170m",
1916,21+080.02,14.897m,"1,086.443m",
1917,21+080.07,18.543m,"1,085.730m",
1918,21+080.08,25.254m,"1,085.864m",
1919,21+100.08,-15.846m,"1,087.646m",
1920,21+100.03,-12.549m,"1,087.688m",
1921,21+099.89,-9.316m,"1,087.656m",
1922,21+099.90,-3.265m,"1,087.546m",
1923,21+099.91,0.036m,"1,087.053m",
1924,21+099.96,7.575m,"1,086.538m",
1925,21+099.94,11.258m,"1,086.286m",
1926,21+099.96,14.977m,"1,086.022m",
1927,21+100.04,18.358m,"1,085.782m",
1928,21+100.28,25.085m,"1,085.588m",
1929,21+099.95,30.821m,"1,084.962m",
1930,21+120.09,-16.109m,"1,087.576m",
1931,21+120.03,-12.695m,"1,087.589m",
1932,21+120.09,-9.098m,"1,087.604m",
1933,21+120.15,-1.737m,"1,087.548m",
1934,21+120.02,-0.017m,"1,087.362m",
1935,21+119.93,3.698m,"1,086.789m",
1936,21+120.01,14.975m,"1,085.850m",
1937,21+119.96,18.326m,"1,085.642m",
1938,21+119.77,24.746m,"1,085.403m",
1939,21+120.16,31.306m,"1,085.169m",
1940,21+140.05,-15.830m,"1,087.522m",
1941,21+139.97,-12.737m,"1,087.548m",
1942,21+140.07,-9.223m,"1,087.568m",
1943,21+140.06,-1.086m,"1,087.483m",
1944,21+139.97,0.031m,"1,087.372m",
1945,21+140.16,8.101m,"1,086.458m",
1946,21+139.91,11.876m,"1,086.162m",
1947,21+140.03,15.240m,"1,085.655m",
1948,21+140.17,18.222m,"1,085.687m",
1949,21+140.27,24.375m,"1,085.343m",
1950,21+140.32,27.627m,"1,085.220m",
1951,21+140.37,32.518m,"1,084.959m",
1952,21+159.83,32.475m,"1,085.037m",
1953,21+160.13,27.613m,"1,085.301m",
1954,21+160.29,25.583m,"1,085.647m",
1955,21+160.37,17.949m,"1,085.868m",
1956,21+160.07,15.081m,"1,085.915m",
1957,21+160.02,12.324m,"1,086.388m",
1958,21+160.06,7.796m,"1,086.512m",
1959,21+159.99,3.831m,"1,086.813m",
1960,21+160.14,-0.062m,"1,087.375m",
1961,21+160.16,-0.996m,"1,087.461m",
1962,21+160.12,-9.414m,"1,087.577m",
1963,21+160.17,-12.874m,"1,087.561m",
1964,21+160.11,-16.234m,"1,087.506m",
1965,21+180.18,-16.024m,"1,087.520m",
1966,21+180.09,-12.864m,"1,087.525m",
1967,21+180.17,-9.487m,"1,087.527m",
1968,21+180.07,-1.493m,"1,087.365m",
1969,21+180.09,-0.028m,"1,087.176m",
1970,21+180.14,6.844m,"1,086.237m",
1971,21+180.13,11.301m,"1,086.044m",
1972,21+180.06,14.844m,"1,085.516m",
1973,21+179.78,17.986m,"1,085.298m",
1974,21+179.71,23.754m,"1,085.100m",
1975,21+200.06,-16.023m,"1,087.487m",
1976,21+199.99,-12.590m,"1,087.497m",
1977,21+200.00,-9.286m,"1,087.497m",
1978,21+200.00,-3.979m,"1,087.375m",
1979,21+200.02,0.074m,"1,086.601m",
1980,21+200.21,8.860m,"1,085.770m",
1981,21+200.00,14.948m,"1,085.070m",
1982,21+200.22,24.209m,"1,085.003m",
1983,21+200.07,32.433m,"1,084.451m",
1984,21+220.09,-15.946m,"1,087.403m",
1985,21+219.96,-12.932m,"1,087.423m",
1986,21+219.92,-8.315m,"1,087.476m",
1987,21+220.02,-6.767m,"1,087.329m",
1988,21+219.95,-2.428m,"1,086.521m",
1989,21+220.08,0.112m,"1,086.184m",
1990,21+220.07,5.839m,"1,085.508m",
1991,21+220.06,7.569m,"1,085.241m",
1992,21+220.05,9.862m,"1,085.109m",
1993,21+219.95,12.105m,"1,085.545m",
1994,21+220.03,14.924m,"1,085.255m",
1995,21+219.83,17.375m,"1,084.884m",
1996,21+219.77,22.000m,"1,084.639m",
1997,21+240.11,-16.056m,"1,087.414m",
1998,21+240.05,-12.825m,"1,087.466m",
1999,21+240.01,-9.321m,"1,087.428m",
2000,21+239.95,-6.432m,"1,087.308m",
2001,21+239.96,-3.980m,"1,086.347m",
2002,21+239.98,0.003m,"1,085.438m",
2003,21+240.01,6.184m,"1,084.816m",
2004,21+240.03,11.855m,"1,084.572m",
2005,21+240.12,14.978m,"1,084.623m",
2006,21+240.03,23.930m,"1,084.578m",
2007,21+239.99,28.547m,"1,084.202m",
2008,21+260.12,-15.993m,"1,087.321m",
2009,21+260.07,-12.588m,"1,087.375m",
2010,21+260.06,-9.123m,"1,087.377m",
2011,21+260.05,-6.413m,"1,087.174m",
2012,21+260.02,-4.406m,"1,086.424m",
2013,21+260.02,-0.013m,"1,085.454m",
2014,21+260.07,5.591m,"1,085.209m",
2015,21+259.83,11.354m,"1,084.835m",
2016,21+260.02,14.918m,"1,084.812m",
2017,21+259.96,22.999m,"1,084.231m",
2018,21+260.11,26.640m,"1,084.113m",
2019,21+260.10,32.250m,"1,083.692m",
2020,21+279.70,32.543m,"1,083.659m",
2021,21+280.30,25.881m,"1,084.006m",
2022,21+280.43,23.444m,"1,084.322m",
2023,21+280.13,15.732m,"1,084.372m",
2024,21+280.04,14.326m,"1,084.237m",
2025,21+280.06,10.553m,"1,084.136m",
2026,21+280.12,6.294m,"1,084.475m",
2027,21+280.12,0.143m,"1,084.921m",
2028,21+279.93,-2.631m,"1,085.440m",
2029,21+279.95,-7.029m,"1,087.108m",
2030,21+280.06,-9.056m,"1,087.339m",
2031,21+280.03,-12.853m,"1,087.341m",
2032,21+280.13,-16.145m,"1,087.321m",
2033,20+936.71,-8.633m,"1,088.398m",
2034,20+936.73,-9.140m,"1,088.372m",
2035,20+936.62,-12.464m,"1,088.388m",
2036,20+936.55,-15.942m,"1,088.368m",
2037,20+939.98,-15.770m,"1,088.347m",
2038,20+940.03,-12.565m,"1,088.341m",
2039,20+940.07,-9.225m,"1,088.355m",
2040,20+940.02,-7.765m,"1,088.333m",
2041,20+939.98,-3.069m,"1,086.228m",
2042,20+940.01,-0.002m,"1,085.197m",
2043,20+940.01,2.551m,"1,084.847m",
2044,20+939.93,5.711m,"1,084.326m",
2045,20+940.03,8.682m,"1,083.823m",
2046,20+940.07,11.647m,"1,083.551m",
2047,20+940.05,14.427m,"1,083.364m",
2048,20+940.02,21.630m,"1,083.134m",
2049,20+940.15,25.491m,"1,083.180m",
2050,20+960.32,31.417m,"1,083.638m",
2051,20+960.55,25.913m,"1,084.161m",
2052,20+960.27,23.374m,"1,084.127m",
2053,20+960.12,15.603m,"1,083.956m",
2054,20+960.04,13.150m,"1,084.148m",
2055,20+960.01,9.163m,"1,084.603m",
2056,20+960.14,6.588m,"1,084.860m",
2057,20+959.95,2.639m,"1,084.867m",
2058,20+960.05,0.161m,"1,085.080m",
2059,20+960.05,-3.968m,"1,086.322m",
2060,20+960.10,-7.211m,"1,087.910m",
2061,20+960.00,-9.209m,"1,088.139m",
2062,20+960.00,-12.455m,"1,088.167m",
2063,20+960.05,-15.869m,"1,088.189m",
2064,20+961.57,-15.963m,"1,088.173m",
2065,20+961.59,-12.413m,"1,088.131m",
2066,20+961.55,-9.171m,"1,088.126m",
2067,20+961.61,-7.738m,"1,088.037m",
2068,20+961.68,-5.439m,"1,086.917m",
2069,20+961.65,-0.119m,"1,085.134m",
2070,20+961.67,2.349m,"1,084.916m",
2071,20+961.72,6.551m,"1,084.882m",
2072,20+961.62,10.138m,"1,084.640m",
2073,20+961.63,13.255m,"1,084.381m",
2074,20+961.60,15.329m,"1,084.125m",
2075,20+961.63,18.230m,"1,083.884m",
2076,20+961.82,20.669m,"1,083.840m",
2077,20+961.83,23.310m,"1,084.131m",
2078,20+979.49,31.287m,"1,083.864m",
2079,20+979.82,25.781m,"1,083.810m",
2080,20+979.90,23.416m,"1,084.413m",
2081,20+979.90,16.303m,"1,084.399m",
2082,20+980.14,14.741m,"1,084.781m",
2083,20+980.12,10.675m,"1,084.891m",
2084,20+980.09,6.834m,"1,085.183m",
2085,20+980.08,5.665m,"1,085.262m",
2086,20+979.91,0.067m,"1,085.418m",
2087,20+979.99,-2.957m,"1,085.934m",
2088,20+980.03,-4.792m,"1,086.799m",
2089,20+980.04,-7.448m,"1,087.935m",
2090,20+980.01,-9.254m,"1,088.026m",
2091,20+980.03,-12.487m,"1,087.987m",
2092,20+980.02,-15.723m,"1,088.022m",
2093,21+000.07,-15.962m,"1,087.875m",
2094,21+000.09,-12.487m,"1,087.878m",
2095,20+999.96,-9.160m,"1,087.876m",
2096,21+000.01,-7.182m,"1,087.672m",
2097,21+000.00,-4.561m,"1,086.761m",
2098,20+999.95,-0.003m,"1,085.557m",
2099,21+000.09,5.832m,"1,085.583m",
2100,21+000.12,9.846m,"1,085.218m",
2101,20+999.97,12.591m,"1,085.209m",
2102,20+999.94,15.075m,"1,084.764m",
2103,21+000.01,16.306m,"1,084.756m",
2104,21+000.02,22.967m,"1,084.617m",
2105,20+999.81,30.328m,"1,084.229m",
2106,21+020.17,-15.911m,"1,087.821m",
2107,21+020.12,-12.559m,"1,087.833m",
2108,21+020.12,-9.149m,"1,087.787m",
2109,21+019.99,-7.252m,"1,087.700m",
2110,21+019.99,-4.533m,"1,086.953m",
2111,21+020.10,0.038m,"1,086.306m",
2112,21+020.03,4.756m,"1,085.982m",
2113,21+019.97,5.842m,"1,085.764m",
2114,21+020.02,10.850m,"1,085.398m",
2115,21+019.99,15.036m,"1,085.465m",
2116,21+019.91,17.277m,"1,084.881m",
2117,21+019.82,24.175m,"1,085.005m",
2118,21+019.83,25.334m,"1,084.958m",
2119,21+019.73,29.616m,"1,084.594m",
2120,21+019.55,32.443m,"1,084.493m",
2121,21+040.03,-15.793m,"1,087.743m",
2122,21+040.05,-12.625m,"1,087.756m",
2123,21+040.12,-9.180m,"1,087.688m",
2124,21+040.04,-6.122m,"1,087.411m",
2125,21+040.04,-2.683m,"1,086.986m",
2126,21+040.05,0.110m,"1,086.795m",
2127,21+039.99,3.760m,"1,086.609m",
2128,21+039.98,6.824m,"1,086.270m",
2129,21+040.05,15.072m,"1,086.006m",
2130,21+039.93,17.096m,"1,085.635m",
2131,21+039.87,24.479m,"1,085.367m",
2132,21+039.07,31.691m,"1,085.018m",
2133,21+060.23,32.661m,"1,085.299m",
2134,21+060.72,29.205m,"1,085.410m",
2135,21+060.76,25.154m,"1,085.599m",
2136,21+060.36,17.922m,"1,085.723m",
2137,21+059.90,15.019m,"1,085.842m",
2138,21+060.05,9.579m,"1,085.931m",
2139,21+059.93,6.773m,"1,086.016m",
2140,21+059.99,3.462m,"1,086.257m",
2141,21+060.06,0.029m,"1,086.873m",
2142,21+060.05,-1.699m,"1,086.936m",
2143,21+060.11,-4.594m,"1,087.109m",
2144,21+060.06,-6.156m,"1,087.344m",
2145,21+060.05,-8.104m,"1,087.610m",
2146,21+059.99,-8.975m,"1,087.658m",
2147,21+060.10,-12.600m,"1,087.657m",
2148,21+060.06,-15.849m,"1,087.683m",
2149,21+080.02,-15.881m,"1,087.672m",
2150,21+080.03,-12.611m,"1,087.723m",
2151,21+079.99,-9.073m,"1,087.675m",
2152,21+080.01,-5.939m,"1,087.589m",
2153,20+840.07,-0.035m,"1,086.109m",
2154,20+839.95,5.454m,"1,085.825m",
2155,20+839.97,7.838m,"1,086.040m",
2156,20+840.08,10.606m,"1,085.966m",
2157,20+840.06,12.646m,"1,085.719m",
2158,20+840.00,15.093m,"1,085.243m",
2159,20+840.15,18.702m,"1,085.239m",
2160,20+839.61,24.805m,"1,085.254m",
2161,20+859.94,29.867m,"1,084.526m",
2162,20+859.81,25.383m,"1,084.670m",
2163,20+859.95,22.807m,"1,085.105m",
2164,20+859.85,20.562m,"1,085.114m",
2165,20+860.15,14.086m,"1,084.833m",
2166,20+860.09,12.264m,"1,084.904m",
2167,20+860.02,7.924m,"1,085.183m",
2168,20+859.97,3.977m,"1,085.279m",
2169,Out of range,Out of range,"1,308.053m",(as)as
2170,20+859.94,-2.705m,"1,086.480m",
2171,20+859.93,-4.134m,"1,087.134m",
2172,20+860.08,-6.632m,"1,088.452m",
2173,20+860.03,-8.209m,"1,089.119m",
2174,20+860.01,-9.300m,"1,089.162m",
2175,20+860.07,-12.598m,"1,089.212m",
2176,20+860.00,-16.008m,"1,089.262m",
2177,20+880.10,-15.976m,"1,088.982m",
2178,20+880.10,-12.731m,"1,088.932m",
2179,20+879.99,-9.105m,"1,088.949m",
2180,20+880.01,-7.791m,"1,088.960m",
2181,20+879.98,-4.509m,"1,087.048m",
2182,20+880.00,-0.940m,"1,085.550m",
2183,20+880.02,0.074m,"1,085.402m",
2184,20+879.97,7.617m,"1,084.798m",
2185,20+880.05,13.344m,"1,084.583m",
2186,20+879.92,19.591m,"1,084.112m",
2187,20+879.60,22.920m,"1,084.234m",
2188,20+879.48,27.860m,"1,083.995m",
2189,20+899.81,28.828m,"1,083.454m",
2190,20+900.31,23.863m,"1,083.610m",
2191,20+900.35,21.391m,"1,083.905m",
2192,20+900.32,19.024m,"1,083.519m",
2193,20+900.10,14.881m,"1,083.582m",
2194,20+900.02,10.660m,"1,083.974m",
2195,20+900.08,8.328m,"1,084.097m",
2196,20+900.06,6.379m,"1,084.003m",
2197,20+900.00,3.950m,"1,084.155m",
2198,20+899.96,0.096m,"1,084.674m",
2199,20+899.99,-3.372m,"1,085.927m",
2200,20+900.01,-7.507m,"1,088.529m",
2201,20+900.01,-8.277m,"1,088.759m",
2202,20+899.99,-9.257m,"1,088.723m",
2203,20+900.01,-12.592m,"1,088.731m",
2204,20+900.12,-15.939m,"1,088.723m",
2205,20+920.06,-15.732m,"1,088.507m",
2206,20+920.27,-12.856m,"1,088.496m",
2207,20+920.25,-9.118m,"1,088.445m",
2208,20+920.02,-8.330m,"1,088.589m",
2209,20+920.07,-6.218m,"1,087.719m",
2210,20+920.02,-0.067m,"1,085.416m",
2211,20+920.07,-2.023m,"1,085.869m",
2212,20+920.14,7.962m,"1,084.132m",
2213,20+920.09,13.497m,"1,083.324m",
2214,20+919.85,16.507m,"1,083.094m",
2215,20+919.62,20.667m,"1,083.215m",
2216,20+926.90,26.047m,"1,082.661m",
2217,20+927.15,20.195m,"1,082.926m",
2218,20+927.94,14.500m,"1,083.165m",
2219,20+928.13,9.321m,"1,083.674m",
2220,20+928.46,3.815m,"1,084.554m",
2221,20+928.42,0.086m,"1,084.868m",
2222,20+928.67,-4.375m,"1,085.989m",
2223,20+928.68,-5.089m,"1,086.397m",
2224,20+928.70,-5.361m,"1,087.031m",
2225,20+928.75,-7.064m,"1,088.127m",
2226,20+928.65,-8.359m,"1,088.503m",
2227,20+928.70,-8.966m,"1,088.406m",
2228,20+928.55,-12.248m,"1,088.424m",
2229,20+928.28,-15.948m,"1,088.425m",
2230,20+931.30,12.855m,"1,083.172m",
2231,20+931.36,9.312m,"1,083.365m",
2232,20+931.58,6.646m,"1,083.372m",
2233,20+931.47,3.175m,"1,083.647m",
2234,20+931.50,0.019m,"1,083.348m",
2235,20+931.34,-3.932m,"1,083.477m",
2236,20+931.33,-4.842m,"1,084.837m",
2237,20+931.24,-5.411m,"1,086.995m",
2238,20+931.32,-6.833m,"1,087.988m",
2239,20+931.33,-7.743m,"1,088.353m",
2240,20+931.36,-9.081m,"1,088.404m",
2241,20+931.30,-12.383m,"1,088.414m",
2242,20+931.38,-16.116m,"1,088.391m",
2243,20+934.15,19.360m,"1,083.001m",
2244,20+934.45,14.215m,"1,083.207m",
2245,20+934.08,9.895m,"1,083.278m",
2246,20+933.75,6.404m,"1,083.133m",
2247,20+933.67,2.603m,"1,083.251m",
2248,20+933.70,0.239m,"1,083.313m",
2249,20+933.75,0.010m,"1,083.384m",
2250,20+933.89,-1.720m,"1,083.350m",
2251,20+934.04,-4.548m,"1,083.548m",
2252,20+934.00,-5.060m,"1,085.661m",
2253,20+933.97,-5.411m,"1,086.976m",
2254,20+934.01,-7.229m,"1,088.164m",
2255,20+933.94,-8.387m,"1,088.522m",
2256,20+933.95,-9.272m,"1,088.399m",
2257,20+934.27,-12.340m,"1,088.386m",
2258,20+934.23,-15.748m,"1,088.380m",
2259,20+936.16,21.696m,"1,082.919m",
2260,20+936.52,17.930m,"1,083.181m",
2261,20+936.55,14.797m,"1,083.256m",
2262,20+936.56,11.883m,"1,083.426m",
2263,20+936.56,9.848m,"1,083.617m",
2264,20+936.57,6.329m,"1,083.918m",
2265,20+936.50,3.023m,"1,084.233m",
2266,20+936.62,0.118m,"1,084.714m",
2267,20+936.71,-2.350m,"1,085.162m",
2268,20+936.58,-4.175m,"1,085.468m",
2269,20+936.55,-4.922m,"1,085.804m",
2270,20+936.62,-5.399m,"1,086.911m",
2271,20+936.67,-6.761m,"1,087.951m",
2272,20+936.66,-7.592m,"1,088.366m",
2273,20+660.20,8.249m,"1,090.962m",
2274,20+659.93,15.047m,"1,090.540m",
2275,20+660.48,22.725m,"1,090.693m",
2276,20+660.24,28.298m,"1,090.316m",
2277,20+660.54,32.446m,"1,090.421m",
2278,20+680.11,-16.076m,"1,092.512m",
2279,20+680.18,-12.694m,"1,092.498m",
2280,20+680.13,-9.280m,"1,092.475m",
2281,20+680.09,-6.167m,"1,091.865m",
2282,20+680.07,-3.745m,"1,091.158m",
2283,20+679.99,0.013m,"1,090.575m",
2284,20+680.10,7.856m,"1,090.574m",
2285,20+680.20,3.969m,"1,090.278m",
2286,20+680.03,12.048m,"1,090.382m",
2287,20+680.01,14.903m,"1,090.075m",
2288,20+680.11,20.752m,"1,089.724m",
2289,20+680.07,24.514m,"1,089.962m",
2290,20+700.12,-16.094m,"1,092.055m",
2291,20+700.10,-12.634m,"1,092.062m",
2292,20+700.05,-9.305m,"1,092.044m",
2293,20+700.05,-6.103m,"1,091.558m",
2294,20+700.04,0.084m,"1,090.177m",
2295,20+699.94,4.512m,"1,089.851m",
2296,20+700.03,5.507m,"1,089.847m",
2297,20+700.09,11.948m,"1,089.460m",
2298,20+700.04,15.110m,"1,089.290m",
2299,20+699.45,21.627m,"1,089.266m",
2300,20+699.26,27.551m,"1,089.078m",
2301,20+720.27,-16.081m,"1,091.601m",
2302,20+720.00,-12.693m,"1,091.623m",
2303,20+719.93,-9.123m,"1,091.617m",
2304,20+720.13,-7.457m,"1,091.534m",
2305,20+719.87,-2.198m,"1,090.035m",
2306,20+719.97,-0.044m,"1,089.704m",
2307,20+720.13,5.595m,"1,089.182m",
2308,20+720.04,8.887m,"1,089.240m",
2309,20+720.11,12.798m,"1,089.170m",
2310,20+720.10,14.997m,"1,088.792m",
2311,20+720.09,20.551m,"1,088.606m",
2312,20+720.25,23.369m,"1,088.819m",
2313,20+720.24,26.998m,"1,088.536m",
2314,20+740.07,26.855m,"1,087.945m",
2315,20+740.22,22.853m,"1,088.077m",
2316,20+740.31,20.440m,"1,088.046m",
2317,20+740.04,14.808m,"1,088.114m",
2318,20+740.12,13.110m,"1,088.152m",
2319,20+740.07,11.070m,"1,088.387m",
2320,20+740.02,8.867m,"1,088.560m",
2321,20+740.11,6.454m,"1,088.581m",
2322,20+740.07,4.910m,"1,088.736m",
2323,20+740.10,0.038m,"1,088.755m",
2324,20+740.03,-1.670m,"1,089.032m",
2325,20+740.02,-3.898m,"1,089.548m",
2326,20+740.03,-7.439m,"1,091.122m",
2327,20+740.08,-9.274m,"1,091.236m",
2328,20+740.01,-12.656m,"1,091.274m",
2329,20+740.03,-15.956m,"1,091.220m",
2330,20+760.21,-15.904m,"1,090.822m",
2331,20+759.98,-12.518m,"1,090.834m",
2332,20+760.04,-9.107m,"1,090.827m",
2333,20+760.05,-7.439m,"1,090.747m",
2334,20+760.04,-4.851m,"1,089.336m",
2335,20+760.15,-2.323m,"1,088.602m",
2336,20+760.13,0.093m,"1,088.230m",
2337,20+760.05,5.052m,"1,088.259m",
2338,20+760.08,11.870m,"1,088.189m",
2339,20+760.02,13.841m,"1,087.691m",
2340,20+759.88,19.005m,"1,087.414m",
2341,20+759.79,22.304m,"1,087.520m",
2342,20+759.85,27.025m,"1,087.241m",
2343,20+779.88,26.691m,"1,086.675m",
2344,20+780.17,22.005m,"1,086.994m",
2345,20+780.18,20.242m,"1,087.192m",
2346,20+780.29,18.766m,"1,086.881m",
2347,20+780.00,14.838m,"1,086.889m",
2348,20+779.98,13.131m,"1,087.233m",
2349,20+780.06,11.432m,"1,087.604m",
2350,20+780.10,6.761m,"1,087.585m",
2351,20+780.13,0.232m,"1,087.611m",
2352,20+780.08,-2.974m,"1,088.337m",
2353,20+780.12,-5.091m,"1,089.051m",
2354,20+780.08,-7.344m,"1,090.355m",
2355,20+780.10,-8.165m,"1,090.445m",
2356,20+780.04,-9.035m,"1,090.458m",
2357,20+779.99,-12.564m,"1,090.499m",
2358,20+780.03,-15.806m,"1,090.489m",
2359,20+799.97,-15.915m,"1,090.148m",
2360,20+799.93,-12.673m,"1,090.158m",
2361,20+799.94,-9.123m,"1,090.109m",
2362,20+799.94,-8.475m,"1,090.065m",
2363,20+799.85,-7.357m,"1,089.919m",
2364,20+800.01,-5.050m,"1,088.670m",
2365,20+800.09,-3.919m,"1,088.109m",
2366,20+799.98,0.183m,"1,087.040m",
2367,20+800.06,6.969m,"1,087.078m",
2368,20+800.01,10.340m,"1,086.864m",
2369,20+800.07,12.812m,"1,086.691m",
2370,20+800.10,15.108m,"1,086.316m",
2371,20+800.10,18.873m,"1,086.380m",
2372,20+819.80,28.321m,"1,085.614m",
2373,20+820.14,22.929m,"1,085.879m",
2374,20+819.99,21.496m,"1,086.091m",
2375,20+819.88,20.599m,"1,086.305m",
2376,20+819.98,18.297m,"1,085.745m",
2377,20+820.04,13.148m,"1,086.045m",
2378,20+819.95,11.117m,"1,086.336m",
2379,20+820.09,7.388m,"1,086.456m",
2380,20+820.07,0.017m,"1,086.585m",
2381,20+820.03,-4.917m,"1,088.453m",
2382,20+820.01,-6.417m,"1,089.263m",
2383,20+820.02,-8.187m,"1,089.952m",
2384,20+819.97,-9.247m,"1,089.805m",
2385,20+820.00,-12.683m,"1,089.811m",
2386,20+820.13,-15.942m,"1,089.804m",
2387,20+840.04,-15.919m,"1,089.485m",
2388,20+840.05,-12.717m,"1,089.487m",
2389,20+840.07,-9.252m,"1,089.492m",
2390,20+840.00,-8.349m,"1,089.542m",
2391,20+840.02,-7.006m,"1,089.209m",
2392,20+839.97,-4.240m,"1,087.768m",
2393,20+219.97,25.241m,"1,097.825m",
2394,20+220.12,21.166m,"1,098.044m",
2395,20+219.90,18.394m,"1,098.090m",
2396,20+220.00,11.562m,"1,098.219m",
2397,20+219.98,8.451m,"1,098.560m",
2398,20+220.00,4.281m,"1,098.955m",
2399,20+220.13,0.036m,"1,099.059m",
2400,20+220.07,-3.476m,"1,099.374m",
2401,20+220.07,-7.998m,"1,100.822m",
2402,20+220.11,-9.076m,"1,100.822m",
2403,20+200.15,-7.947m,"1,101.053m",
2404,20+220.22,-12.659m,"1,100.871m",
2405,20+220.17,-15.779m,"1,100.873m",
2406,20+140.04,-7.762m,"1,101.750m",
2407,20+160.05,-7.826m,"1,101.508m",
2408,20+240.02,-15.946m,"1,100.620m",
2409,20+240.06,-12.740m,"1,100.642m",
2410,20+240.00,-9.197m,"1,100.602m",
2411,20+240.13,-7.629m,"1,100.517m",
2412,20+240.14,-5.637m,"1,099.751m",
2413,20+240.09,-0.059m,"1,098.553m",
2414,20+240.05,4.222m,"1,098.372m",
2415,20+240.01,10.979m,"1,097.969m",
2416,20+239.78,18.230m,"1,097.769m",
2417,20+240.21,21.620m,"1,097.575m",
2418,20+240.11,27.273m,"1,097.473m",
2419,20+240.46,31.566m,"1,097.270m",
2420,20+260.77,32.003m,"1,096.995m",
2421,20+260.99,25.660m,"1,097.387m",
2422,20+260.83,21.593m,"1,097.475m",
2423,20+260.60,18.428m,"1,097.415m",
2424,20+260.27,11.972m,"1,097.533m",
2425,20+260.16,8.118m,"1,097.976m",
2426,20+260.03,4.473m,"1,097.909m",
2427,20+260.01,-0.044m,"1,098.424m",
2428,20+260.04,-2.032m,"1,098.610m",
2429,20+260.02,-4.457m,"1,099.053m",
2430,20+260.02,-7.746m,"1,100.272m",
2431,20+260.07,-9.344m,"1,100.370m",
2432,20+260.02,-12.593m,"1,100.386m",
2433,20+260.04,-16.049m,"1,100.372m",
2434,20+280.02,-15.956m,"1,100.152m",
2435,20+280.08,-12.596m,"1,100.146m",
2436,20+280.20,-9.287m,"1,100.099m",
2437,20+280.03,-6.957m,"1,099.887m",
2438,20+280.08,-4.161m,"1,098.513m",
2439,20+279.98,0.120m,"1,097.850m",
