Station Offset to Points Report,,,,
,,,,
Client:,Prepared by:,,,
Client,Preparer,,,
Client Company,Your Company Name,,,
Address 1,123 Main Street,,,
Date: 7/8/2024 10:01:18 AM,,,,
,,,,
,,,,
Alignment Name: massir asli d10,,,,
Description:,,,,
"Station Range: Start: 0+000.00, End: 21+556.62",,,,
,,,,
Point,Station,Offset,Elevation,Description
16140,7+319.83,10.950m,"1,215.383m",
16141,7+319.85,12.277m,"1,215.542m",
16142,7+319.96,13.935m,"1,215.729m",
16143,7+320.01,14.982m,"1,215.842m",
16144,7+280.05,-15.120m,"1,217.285m",
16145,7+279.84,-13.929m,"1,217.308m",
16146,7+279.86,-12.763m,"1,217.206m",
16147,7+280.07,-11.472m,"1,217.319m",
16148,7+280.04,-11.079m,"1,217.440m",
16149,7+280.09,-10.427m,"1,217.347m",
16150,7+280.04,-8.596m,"1,217.322m",
16151,7+280.16,-6.127m,"1,217.177m",
16152,7+280.08,-4.075m,"1,217.085m",
16153,7+280.09,-2.858m,"1,217.029m",
16154,7+279.97,-1.288m,"1,216.997m",
16155,7+280.04,-0.104m,"1,216.947m",
16156,7+280.23,1.685m,"1,216.827m",
16157,7+280.01,2.756m,"1,216.813m",
16158,7+280.00,3.390m,"1,216.776m",
16159,7+280.30,5.061m,"1,216.670m",
16160,7+280.13,6.151m,"1,216.632m",
16161,7+280.09,7.639m,"1,216.558m",
16162,7+280.19,9.064m,"1,216.606m",
16163,7+280.03,10.736m,"1,216.879m",
16164,7+280.03,12.123m,"1,217.061m",
16165,7+279.97,13.371m,"1,217.228m",
16166,7+280.02,14.948m,"1,217.421m",
16167,7+259.96,-15.012m,"1,219.221m",
16168,7+259.99,-14.480m,"1,219.285m",
16169,7+260.03,-14.119m,"1,219.235m",
16170,7+260.05,-13.878m,"1,219.176m",
16171,7+260.07,-13.467m,"1,219.100m",
16172,7+260.13,-12.694m,"1,219.055m",
16173,7+259.92,-11.212m,"1,219.026m",
16174,7+259.89,-9.724m,"1,218.994m",
16175,7+260.03,-7.938m,"1,218.881m",
16176,7+260.01,-5.867m,"1,218.873m",
16177,7+260.18,-4.011m,"1,218.919m",
16178,7+260.28,-3.049m,"1,218.961m",
16179,7+260.11,-2.593m,"1,219.075m",
16180,7+260.16,-2.112m,"1,219.010m",
16181,7+260.01,-1.244m,"1,218.983m",
16182,7+259.98,0.074m,"1,218.941m",
16183,7+260.07,2.011m,"1,218.839m",
16184,7+260.46,3.601m,"1,218.704m",
16185,7+260.11,6.533m,"1,218.575m",
16186,7+260.07,8.363m,"1,218.435m",
16187,7+259.99,9.491m,"1,218.387m",
16188,7+260.00,10.707m,"1,218.376m",
16189,7+259.94,11.784m,"1,218.434m",
16190,7+260.11,13.810m,"1,218.418m",
16191,7+260.04,14.767m,"1,218.430m",
16192,7+240.01,-14.856m,"1,220.446m",
16193,7+240.06,-13.307m,"1,220.465m",
16194,7+239.94,-12.184m,"1,220.504m",
16195,7+239.95,-11.118m,"1,220.505m",
16196,7+239.93,-10.244m,"1,220.552m",
16197,7+240.05,-9.839m,"1,220.700m",
16198,7+240.10,-9.528m,"1,220.671m",
16199,7+239.93,-8.717m,"1,220.617m",
16200,7+239.83,-8.056m,"1,220.703m",
16201,7+239.98,-7.168m,"1,220.670m",
16202,7+240.15,-5.918m,"1,220.702m",
16203,7+240.29,-4.860m,"1,220.814m",
16204,7+240.02,-3.680m,"1,220.747m",
16205,7+240.15,-2.450m,"1,220.779m",
16206,7+239.99,-1.398m,"1,220.784m",
16207,7+239.96,-0.766m,"1,220.666m",
16208,7+240.03,0.029m,"1,220.448m",
16209,7+240.05,1.095m,"1,220.439m",
16210,7+239.88,1.906m,"1,220.520m",
16211,7+240.01,2.310m,"1,220.458m",
16212,7+239.94,3.575m,"1,220.390m",
16213,7+239.96,5.465m,"1,220.409m",
16214,7+240.26,6.708m,"1,220.508m",
16215,7+240.11,7.880m,"1,220.439m",
16216,7+240.03,8.904m,"1,220.422m",
16217,7+239.97,12.762m,"1,220.316m",
16218,7+240.01,14.894m,"1,220.329m",
16219,7+220.02,-14.970m,"1,221.667m",
16220,7+219.98,-13.904m,"1,221.683m",
16221,7+219.99,-12.666m,"1,221.846m",
16222,7+220.04,-11.695m,"1,221.976m",
16223,7+219.94,-11.084m,"1,222.112m",
16224,7+219.96,-10.742m,"1,222.135m",
16225,7+219.99,-10.019m,"1,222.062m",
16226,7+220.03,-6.497m,"1,222.164m",
16227,7+220.00,-3.811m,"1,222.330m",
16228,7+220.16,-3.357m,"1,222.451m",
16229,7+219.98,-2.212m,"1,222.269m",
16230,7+219.95,-1.278m,"1,222.176m",
16231,7+219.95,-0.003m,"1,222.200m",
16232,7+220.03,1.501m,"1,222.272m",
16233,7+219.92,2.587m,"1,222.248m",
16234,7+219.91,4.568m,"1,222.274m",
16235,7+219.87,6.397m,"1,222.333m",
16236,7+220.07,8.717m,"1,222.342m",
16237,7+220.07,9.898m,"1,222.317m",
16238,7+220.00,10.717m,"1,222.289m",
16239,7+220.02,10.964m,"1,222.236m",
16240,7+220.04,12.488m,"1,222.161m",
16241,7+220.12,14.086m,"1,222.163m",
16242,7+219.99,14.926m,"1,222.199m",
16243,7+199.95,-14.751m,"1,223.377m",
16244,7+200.15,-12.838m,"1,223.419m",
16245,7+200.00,-11.130m,"1,223.527m",
16246,7+199.96,-9.207m,"1,223.824m",
16247,7+200.04,-7.850m,"1,223.842m",
16248,7+200.03,-6.403m,"1,223.918m",
16249,7+199.99,-5.890m,"1,223.914m",
16250,7+199.95,-5.282m,"1,223.967m",
16251,7+200.03,-4.554m,"1,223.866m",
16252,7+200.06,-1.333m,"1,223.963m",
16253,7+200.01,-0.096m,"1,224.008m",
16254,7+199.93,1.996m,"1,224.131m",
16255,7+200.00,2.761m,"1,224.130m",
16256,7+199.88,4.490m,"1,223.972m",
16257,7+199.74,5.876m,"1,223.984m",
16258,7+200.10,7.281m,"1,223.902m",
16259,7+200.03,9.527m,"1,223.847m",
16260,7+199.94,10.400m,"1,223.816m",
16261,7+200.08,11.739m,"1,223.789m",
16262,7+200.03,12.976m,"1,223.796m",
16263,7+200.09,14.902m,"1,223.748m",
16264,7+179.88,-14.892m,"1,224.849m",
16265,7+180.03,-13.845m,"1,224.937m",
16266,7+179.87,-12.598m,"1,224.948m",
16267,7+179.97,-10.889m,"1,225.006m",
16268,7+179.98,-9.282m,"1,225.053m",
16269,7+179.93,-7.910m,"1,225.045m",
16270,7+179.84,-6.370m,"1,225.144m",
16271,7+179.95,-5.346m,"1,225.280m",
16272,7+179.87,-4.647m,"1,225.356m",
16273,7+179.90,-3.879m,"1,225.493m",
16274,7+180.05,-3.483m,"1,225.376m",
16275,7+180.11,-2.599m,"1,225.386m",
16276,7+179.99,-1.673m,"1,225.547m",
16277,7+179.94,-0.855m,"1,225.789m",
16278,7+179.97,0.065m,"1,225.706m",
16279,7+179.96,3.256m,"1,225.812m",
16280,7+180.06,5.769m,"1,225.839m",
16281,7+180.04,6.455m,"1,226.010m",
16282,7+180.08,7.434m,"1,225.852m",
16283,7+180.10,8.142m,"1,225.737m",
16284,7+180.18,8.990m,"1,225.574m",
16285,7+180.11,10.399m,"1,225.504m",
16286,7+180.13,11.662m,"1,225.445m",
16287,7+180.25,12.533m,"1,225.402m",
16288,7+180.16,14.379m,"1,225.351m",
16289,7+179.93,14.990m,"1,225.394m",
16290,7+160.06,-14.606m,"1,226.731m",
16291,7+160.19,-12.241m,"1,226.845m",
16292,7+160.08,-9.834m,"1,226.986m",
16293,7+160.13,-7.944m,"1,227.044m",
16294,7+160.15,-6.325m,"1,227.089m",
16295,7+160.24,-4.199m,"1,227.198m",
16296,7+160.25,-2.333m,"1,227.330m",
16297,7+160.08,-0.953m,"1,227.369m",
16298,7+159.99,0.014m,"1,227.473m",
16299,7+159.91,0.580m,"1,227.651m",
16300,7+160.26,1.647m,"1,227.834m",
16301,7+160.11,2.472m,"1,227.895m",
16302,7+160.06,2.908m,"1,227.912m",
16303,7+160.12,3.358m,"1,227.818m",
16304,7+160.01,6.438m,"1,227.851m",
16305,7+160.00,9.320m,"1,227.865m",
16306,7+159.98,9.721m,"1,228.031m",
16307,7+160.06,10.136m,"1,227.894m",
16308,7+159.94,10.984m,"1,227.675m",
16309,7+159.97,12.142m,"1,227.611m",
16310,7+160.05,13.229m,"1,227.512m",
16311,7+160.06,14.115m,"1,227.428m",
16312,7+160.15,15.049m,"1,227.421m",
16313,7+139.99,-14.855m,"1,228.818m",
16314,7+139.93,-14.018m,"1,228.901m",
16315,7+139.94,-13.439m,"1,228.991m",
16316,7+140.03,-13.118m,"1,228.894m",
16317,7+140.02,-11.158m,"1,228.772m",
16318,7+139.94,-10.073m,"1,228.805m",
16319,7+140.04,-8.807m,"1,228.901m",
16320,7+140.06,-7.189m,"1,229.006m",
16321,7+140.01,-5.407m,"1,229.108m",
16322,7+140.11,-3.314m,"1,229.209m",
16323,7+140.16,-1.671m,"1,229.490m",
16324,7+140.04,-0.824m,"1,229.608m",
16325,7+140.08,0.087m,"1,229.608m",
16326,7+140.02,2.117m,"1,229.650m",
16327,7+140.42,3.483m,"1,229.605m",
16328,7+140.20,4.624m,"1,229.789m",
16329,7+140.04,5.294m,"1,230.069m",
16330,7+140.01,5.636m,"1,230.108m",
16331,7+140.01,6.463m,"1,229.983m",
16332,7+140.14,9.560m,"1,230.025m",
16333,7+140.06,12.357m,"1,230.131m",
16334,7+140.01,12.734m,"1,230.235m",
16335,7+139.99,14.328m,"1,229.928m",
16336,7+140.04,14.931m,"1,229.948m",
16337,7+099.86,-14.901m,"1,232.993m",
16338,7+100.00,-13.682m,"1,232.983m",
16339,7+100.09,-12.299m,"1,232.887m",
16340,7+100.08,-11.053m,"1,233.019m",
16341,7+100.08,-10.003m,"1,233.192m",
16342,7+100.18,-8.350m,"1,233.040m",
16343,7+099.78,-6.256m,"1,233.112m",
16344,7+099.87,-4.873m,"1,233.123m",
16345,7+100.27,-3.079m,"1,233.204m",
16346,7+100.14,-1.656m,"1,233.354m",
16347,7+100.11,-0.756m,"1,233.479m",
16348,7+100.01,-0.037m,"1,233.517m",
16349,7+100.05,2.170m,"1,233.572m",
16350,7+099.86,3.878m,"1,233.561m",
16351,7+099.92,4.644m,"1,233.579m",
16352,7+099.93,6.041m,"1,233.583m",
16353,7+099.96,7.242m,"1,233.499m",
16354,7+100.01,8.398m,"1,233.460m",
16355,7+100.07,8.970m,"1,233.504m",
16356,7+100.09,9.511m,"1,233.453m",
16357,7+099.95,10.469m,"1,233.377m",
16358,7+100.01,11.626m,"1,233.587m",
16359,7+100.03,12.632m,"1,233.293m",
16360,7+100.01,14.853m,"1,233.314m",
16361,7+060.11,-14.777m,"1,237.906m",
16362,7+060.39,-12.534m,"1,237.620m",
16363,7+060.10,-9.177m,"1,237.223m",
16364,7+060.15,-6.114m,"1,236.930m",
16365,7+060.16,-4.328m,"1,236.816m",
16366,7+060.04,-2.830m,"1,236.733m",
16367,7+060.09,-1.673m,"1,236.626m",
16368,7+060.20,-0.875m,"1,236.501m",
16369,7+059.99,0.096m,"1,236.420m",
16370,7+059.80,1.218m,"1,236.421m",
16371,7+059.98,2.663m,"1,236.337m",
16372,7+060.12,4.272m,"1,236.294m",
16373,7+060.10,6.103m,"1,236.438m",
16374,7+060.11,7.499m,"1,236.443m",
16375,7+059.98,8.728m,"1,236.415m",
16376,7+060.02,10.859m,"1,236.386m",
16377,7+059.98,12.345m,"1,236.402m",
16378,7+060.00,13.546m,"1,236.407m",
16379,7+059.85,14.894m,"1,236.527m",
16380,7+019.92,-14.691m,"1,241.109m",
16381,7+019.86,-12.231m,"1,241.545m",
16382,7+019.97,-9.451m,"1,241.654m",
16383,7+019.98,-6.614m,"1,241.403m",
16384,7+019.99,-3.312m,"1,241.271m",
16385,7+020.07,-1.344m,"1,241.357m",
16386,7+020.03,-0.054m,"1,241.422m",
16387,7+020.14,1.870m,"1,241.420m",
16388,7+020.08,4.330m,"1,241.325m",
16389,7+020.12,5.607m,"1,241.294m",
16390,7+020.08,6.041m,"1,241.269m",
16391,7+020.00,6.910m,"1,241.052m",
16392,7+019.97,8.666m,"1,241.051m",
16393,7+020.00,9.943m,"1,240.982m",
16394,7+020.03,11.144m,"1,240.881m",
16395,7+020.03,12.465m,"1,240.801m",
16396,7+019.98,14.145m,"1,240.468m",
16397,7+020.01,14.956m,"1,240.564m",
16398,6+980.08,-14.796m,"1,244.672m",
16399,6+980.17,-12.764m,"1,244.847m",
16400,6+980.02,-10.381m,"1,245.055m",
16401,6+980.12,-8.442m,"1,245.200m",
16402,6+979.98,-6.673m,"1,245.208m",
16403,6+980.03,-4.357m,"1,245.100m",
16404,6+979.97,-2.634m,"1,244.962m",
16405,6+979.85,-0.959m,"1,244.805m",
16406,6+980.02,-0.011m,"1,244.726m",
16407,6+979.92,1.995m,"1,244.706m",
16408,6+979.97,3.945m,"1,244.571m",
16409,6+980.00,5.681m,"1,244.510m",
16410,6+980.08,7.289m,"1,244.359m",
16411,6+980.00,8.893m,"1,244.529m",
16412,6+980.00,11.280m,"1,244.420m",
16413,6+979.99,13.240m,"1,244.330m",
16414,6+979.98,14.893m,"1,244.327m",
16415,6+940.02,-14.911m,"1,248.036m",
16416,6+939.93,-12.385m,"1,247.850m",
16417,6+940.04,-9.560m,"1,247.664m",
16418,6+939.96,-7.282m,"1,247.615m",
16419,6+940.11,-5.259m,"1,247.494m",
16420,6+940.05,-3.537m,"1,247.467m",
16421,6+940.12,-1.622m,"1,247.351m",
16422,6+940.04,-0.903m,"1,247.362m",
16423,6+940.04,-0.017m,"1,247.313m",
16424,6+940.08,1.354m,"1,247.305m",
16425,6+940.02,2.923m,"1,247.322m",
16426,6+940.01,4.364m,"1,247.323m",
16427,6+939.80,6.297m,"1,247.233m",
16428,6+939.86,7.633m,"1,247.278m",
16429,6+939.96,9.359m,"1,247.284m",
16430,6+939.92,10.681m,"1,247.197m",
16431,6+939.97,11.438m,"1,247.255m",
16432,6+940.06,11.818m,"1,247.319m",
16433,6+939.99,12.442m,"1,247.279m",
16434,6+940.05,13.258m,"1,247.248m",
16435,6+939.92,14.047m,"1,247.167m",
16436,6+940.03,14.852m,"1,247.161m",
16437,6+899.98,-14.709m,"1,250.479m",
16438,6+900.12,-12.592m,"1,250.506m",
16439,6+900.20,-10.772m,"1,250.520m",
16440,6+900.12,-9.013m,"1,250.533m",
16441,6+900.08,-7.172m,"1,250.533m",
16442,6+900.03,-4.775m,"1,250.424m",
16443,6+900.04,-2.330m,"1,250.521m",
16444,6+900.06,-0.712m,"1,250.628m",
16445,6+900.03,-0.004m,"1,250.636m",
16446,6+900.02,2.477m,"1,250.658m",
16447,6+900.05,4.001m,"1,250.679m",
16448,6+900.03,4.922m,"1,250.680m",
16449,6+900.05,5.866m,"1,250.677m",
16450,6+900.08,6.718m,"1,250.727m",
16451,6+900.03,7.307m,"1,250.719m",
16452,6+899.85,8.686m,"1,250.749m",
16453,6+900.14,10.286m,"1,250.650m",
16454,6+900.15,11.537m,"1,250.744m",
16455,6+899.96,13.010m,"1,250.622m",
16456,6+900.06,13.757m,"1,250.733m",
16457,6+900.00,14.440m,"1,250.955m",
16458,6+899.98,14.995m,"1,250.834m",
16459,6+859.95,-14.766m,"1,253.664m",
16460,6+859.87,-12.478m,"1,253.807m",
16461,6+860.00,-10.130m,"1,253.981m",
16462,6+860.25,-7.607m,"1,254.028m",
16463,6+860.25,-4.345m,"1,254.197m",
16464,6+860.19,-2.457m,"1,254.284m",
16465,6+860.09,-1.352m,"1,254.324m",
16466,6+859.99,0.000m,"1,254.287m",
16467,6+859.99,1.928m,"1,254.217m",
16468,6+860.05,4.733m,"1,254.111m",
16469,6+860.15,6.890m,"1,253.909m",
16470,6+860.11,7.539m,"1,253.881m",
16471,6+860.06,9.178m,"1,254.181m",
16472,6+860.05,11.009m,"1,254.475m",
16473,6+860.32,12.540m,"1,254.658m",
16474,6+860.07,13.871m,"1,254.912m",
16475,6+860.08,15.054m,"1,254.857m",
16476,6+860.00,14.520m,"1,255.108m",
16477,6+820.06,-15.009m,"1,257.340m",
16478,6+819.94,-13.315m,"1,257.355m",
16479,6+820.36,-10.980m,"1,257.292m",
16480,6+820.37,-8.999m,"1,257.348m",
16481,6+820.24,-7.110m,"1,257.391m",
16482,6+819.93,-4.955m,"1,257.318m",
16483,6+820.25,-2.756m,"1,257.174m",
16484,6+820.18,-0.762m,"1,256.923m",
16485,6+819.97,0.210m,"1,256.958m",
16486,6+819.94,3.092m,"1,256.967m",
16487,6+820.03,5.330m,"1,256.984m",
16488,6+820.19,6.624m,"1,257.002m",
16489,6+820.20,7.555m,"1,257.133m",
16490,6+819.98,9.772m,"1,257.085m",
16491,6+820.08,10.960m,"1,257.429m",
16492,6+820.00,11.633m,"1,257.238m",
16493,6+819.88,14.844m,"1,257.173m",
16494,6+779.92,-14.894m,"1,260.856m",
16495,6+780.00,-12.731m,"1,260.707m",
16496,6+780.10,-10.222m,"1,260.499m",
16497,6+780.01,-7.523m,"1,260.300m",
16498,6+779.93,-4.282m,"1,260.079m",
16499,6+779.84,-2.632m,"1,259.961m",
16500,6+780.04,-1.307m,"1,259.966m",
16501,6+779.98,0.102m,"1,260.130m",
16502,6+779.98,2.474m,"1,260.214m",
16503,6+779.93,3.494m,"1,260.334m",
16504,6+779.98,4.846m,"1,260.634m",
16505,6+779.97,5.626m,"1,260.819m",
16506,6+780.03,6.197m,"1,260.905m",
16507,6+780.00,6.903m,"1,260.693m",
16508,6+780.01,9.739m,"1,260.668m",
16509,6+780.01,12.772m,"1,260.771m",
16510,6+780.14,13.254m,"1,260.846m",
16511,6+780.04,15.099m,"1,260.320m",
16512,6+739.99,-14.699m,"1,263.664m",
16513,6+740.17,-10.883m,"1,263.477m",
16514,6+740.01,-8.754m,"1,263.492m",
16515,6+740.15,-6.485m,"1,263.506m",
16516,6+740.08,-4.295m,"1,263.739m",
16517,6+740.09,-2.509m,"1,263.752m",
16518,6+740.02,-1.174m,"1,263.815m",
16519,6+739.97,0.041m,"1,263.849m",
16520,6+739.99,1.903m,"1,264.035m",
16521,6+739.98,2.954m,"1,263.904m",
16522,6+739.87,5.968m,"1,263.842m",
16523,6+739.97,8.942m,"1,263.920m",
16524,6+740.03,9.439m,"1,264.079m",
16525,6+740.03,10.565m,"1,263.745m",
16526,6+740.19,11.859m,"1,263.470m",
16527,6+740.14,13.074m,"1,263.433m",
16528,6+740.04,14.918m,"1,263.367m",
16529,6+700.01,-14.804m,"1,266.309m",
16530,6+699.89,-11.984m,"1,266.342m",
16531,6+700.03,-8.004m,"1,266.320m",
16532,6+699.99,-5.858m,"1,266.228m",
16533,6+700.04,-4.897m,"1,266.279m",
16534,6+699.99,-3.022m,"1,266.068m",
16535,6+699.91,-1.762m,"1,266.074m",
16536,6+699.99,0.011m,"1,266.400m",
16537,6+700.05,0.777m,"1,266.279m",
16538,6+699.94,3.597m,"1,266.267m",
16539,6+700.00,6.075m,"1,266.243m",
16540,6+699.98,6.855m,"1,266.400m",
16541,6+699.91,7.334m,"1,266.269m",
16542,6+700.16,8.690m,"1,266.039m",
16543,6+699.95,11.838m,"1,265.870m",
16544,6+700.09,13.522m,"1,265.855m",
16545,6+699.99,14.901m,"1,265.845m",
16546,6+660.17,-14.696m,"1,268.943m",
16547,6+660.29,-12.485m,"1,268.890m",
16548,6+660.09,-10.552m,"1,268.966m",
16549,6+660.02,-9.195m,"1,268.955m",
16550,6+659.97,-7.105m,"1,268.933m",
16551,6+660.01,-6.041m,"1,268.937m",
16552,6+659.85,-4.392m,"1,268.825m",
16553,6+659.93,-3.091m,"1,268.901m",
16554,6+660.04,-2.132m,"1,269.153m",
16555,6+660.05,-1.553m,"1,269.023m",
16556,6+660.07,0.065m,"1,269.042m",
16557,6+659.96,1.799m,"1,269.089m",
16558,6+660.03,4.600m,"1,269.266m",
16559,6+660.09,5.109m,"1,269.288m",
16560,6+660.04,6.005m,"1,269.003m",
16561,6+660.01,7.540m,"1,269.004m",
16562,6+660.02,8.792m,"1,268.880m",
16563,6+660.07,9.761m,"1,268.737m",
16564,6+660.10,10.613m,"1,268.712m",
16565,6+660.12,13.944m,"1,268.551m",
16566,6+659.95,14.862m,"1,268.484m",
16567,6+619.92,-14.941m,"1,271.835m",
16568,6+620.15,-12.145m,"1,271.738m",
16569,6+619.72,-10.667m,"1,271.715m",
16570,6+619.96,-8.455m,"1,271.580m",
16571,6+619.84,-6.567m,"1,271.616m",
16572,6+619.83,-4.661m,"1,271.675m",
16573,6+619.97,-3.907m,"1,271.785m",
16574,6+619.95,-3.322m,"1,271.680m",
16575,6+620.07,-0.077m,"1,271.609m",
16576,6+620.02,2.848m,"1,271.747m",
16577,6+620.09,3.225m,"1,271.801m",
16578,6+620.18,5.268m,"1,271.270m",
16579,6+620.12,7.534m,"1,270.994m",
16580,6+620.09,9.950m,"1,270.959m",
16581,6+620.23,12.024m,"1,270.945m",
16582,6+620.21,13.194m,"1,270.977m",
16583,6+620.06,14.932m,"1,270.990m",
16584,6+580.02,-14.884m,"1,274.845m",
16585,6+580.31,-12.447m,"1,274.721m",
16586,6+580.17,-10.828m,"1,274.686m",
16587,6+580.14,-9.268m,"1,274.753m",
16588,6+580.30,-7.314m,"1,274.516m",
16589,6+580.07,-6.417m,"1,274.524m",
16590,6+580.05,-5.907m,"1,274.532m",
16591,6+579.99,-5.158m,"1,274.600m",
16592,6+580.04,-3.806m,"1,274.425m",
16593,6+579.95,-1.496m,"1,274.370m",
16594,6+580.04,-0.113m,"1,274.350m",
16595,6+580.03,1.327m,"1,274.428m",
16596,6+580.05,1.868m,"1,274.594m",
16597,6+579.86,3.650m,"1,274.074m",
16598,6+580.27,6.105m,"1,273.877m",
16599,6+580.45,7.355m,"1,273.593m",
16600,6+580.37,8.809m,"1,273.493m",
16601,6+580.15,11.491m,"1,273.291m",
16602,6+580.11,13.637m,"1,273.139m",
16603,6+580.04,14.972m,"1,273.052m",
16604,6+559.84,-14.924m,"1,276.238m",
16605,6+559.91,-12.614m,"1,276.130m",
16606,6+559.83,-10.574m,"1,275.950m",
16607,6+559.90,-8.265m,"1,275.798m",
16608,6+560.02,-6.507m,"1,275.680m",
16609,6+560.12,-5.093m,"1,275.648m",
16610,6+560.12,-4.006m,"1,275.527m",
16611,6+560.02,-2.901m,"1,275.518m",
16612,6+559.98,-1.509m,"1,275.496m",
16613,6+559.89,-0.061m,"1,275.492m",
16614,6+560.05,0.800m,"1,277.174m",
16615,6+560.11,1.678m,"1,275.665m",
16616,6+560.15,4.389m,"1,274.905m",
16617,6+560.15,5.724m,"1,274.813m",
16618,6+560.12,8.298m,"1,274.681m",
16619,6+560.13,9.730m,"1,274.756m",
16620,6+560.09,11.465m,"1,274.558m",
16621,6+560.04,13.105m,"1,274.501m",
16622,6+560.03,14.688m,"1,274.524m",
16623,6+540.01,-15.001m,"1,276.628m",
16624,6+540.04,-13.781m,"1,276.485m",
16625,6+539.95,-12.278m,"1,276.559m",
16626,6+540.00,-10.966m,"1,276.552m",
16627,6+540.05,-10.397m,"1,276.536m",
16628,6+540.10,-9.661m,"1,276.559m",
16629,6+540.15,-8.757m,"1,276.638m",
16630,6+540.07,-7.952m,"1,276.586m",
16631,6+540.06,-6.967m,"1,276.530m",
16632,6+540.09,-6.659m,"1,276.557m",
16633,6+540.05,-6.437m,"1,276.573m",
16634,6+540.05,-5.573m,"1,276.668m",
16635,6+540.01,-2.924m,"1,276.584m",
16636,6+540.01,0.004m,"1,276.547m",
16637,6+540.05,0.982m,"1,276.643m",
16638,6+539.98,1.546m,"1,276.774m",
16639,6+540.00,1.853m,"1,276.785m",
16640,6+539.96,4.094m,"1,276.221m",
16641,6+539.83,5.672m,"1,276.156m",
16642,6+539.90,6.300m,"1,276.221m",
16643,6+540.05,6.826m,"1,276.103m",
16644,6+539.94,8.582m,"1,276.124m",
16645,6+539.98,10.864m,"1,276.098m",
16646,6+540.09,12.830m,"1,276.063m",
16647,6+539.99,13.854m,"1,276.098m",
16648,6+540.09,14.814m,"1,276.064m",
16649,6+520.01,-14.924m,"1,277.765m",
16650,6+520.11,-14.268m,"1,277.802m",
16651,6+520.05,-13.408m,"1,277.806m",
16652,6+520.15,-12.480m,"1,277.609m",
16653,6+519.91,-10.590m,"1,277.684m",
16654,6+519.85,-9.091m,"1,277.679m",
16655,6+519.79,-8.078m,"1,277.764m",
16656,6+519.92,-7.123m,"1,277.705m",
16657,6+519.93,-5.787m,"1,277.754m",
16658,6+520.02,-5.404m,"1,277.803m",
16659,6+520.03,-4.279m,"1,277.749m",
16660,6+519.93,-2.866m,"1,277.737m",
16661,6+519.94,-2.168m,"1,277.745m",
16662,6+520.03,-0.661m,"1,277.763m",
16663,6+519.94,-0.039m,"1,277.772m",
16664,6+520.08,1.340m,"1,277.845m",
16665,6+520.04,1.893m,"1,277.972m",
16666,6+520.00,2.081m,"1,277.961m",
16667,6+520.17,2.575m,"1,277.840m",
16668,6+520.00,3.724m,"1,277.761m",
16669,6+519.99,4.942m,"1,277.509m",
16670,6+520.02,5.759m,"1,277.516m",
16671,6+520.03,6.032m,"1,277.551m",
16672,6+519.93,6.654m,"1,277.566m",
16673,6+519.98,6.952m,"1,277.495m",
16674,6+519.99,7.862m,"1,277.440m",
16675,6+519.88,8.791m,"1,277.408m",
16676,6+519.81,10.017m,"1,277.406m",
16677,6+519.80,11.022m,"1,277.386m",
16678,6+519.99,12.912m,"1,277.323m",
16679,6+520.00,14.036m,"1,277.284m",
16680,6+519.88,14.964m,"1,277.241m",
16681,6+499.96,-15.141m,"1,286.027m",
16682,6+499.99,-13.991m,"1,278.804m",
16683,6+500.07,-11.817m,"1,278.800m",
16684,6+500.04,-9.842m,"1,278.564m",
16685,6+500.09,-8.726m,"1,278.730m",
16686,6+500.12,-7.243m,"1,278.702m",
16687,6+499.97,-6.070m,"1,278.838m",
16688,6+500.11,-5.421m,"1,278.871m",
16689,6+500.01,-4.741m,"1,278.857m",
16690,6+500.01,-4.256m,"1,278.816m",
16691,6+500.03,-2.135m,"1,278.881m",
16692,6+499.96,0.027m,"1,278.824m",
16693,6+500.08,1.196m,"1,278.938m",
16694,6+500.03,1.808m,"1,279.055m",
16695,6+500.01,1.842m,"1,279.057m",
16696,6+500.10,2.346m,"1,278.950m",
16697,6+500.05,3.444m,"1,278.657m",
16698,6+499.92,5.554m,"1,278.595m",
16699,6+499.99,7.122m,"1,278.483m",
16700,6+499.97,9.097m,"1,278.470m",
16701,6+499.93,11.225m,"1,278.405m",
16702,6+499.93,13.440m,"1,278.410m",
16703,6+499.99,14.889m,"1,278.379m",
16704,6+479.96,-14.921m,"1,279.766m",
16705,6+480.06,-12.753m,"1,279.786m",
16706,6+480.06,-10.452m,"1,279.861m",
16707,6+480.12,-7.765m,"1,279.750m",
16708,6+480.04,-6.576m,"1,279.881m",
16709,6+480.06,-6.064m,"1,279.942m",
16710,6+480.01,-3.031m,"1,279.898m",
16711,6+480.00,0.027m,"1,279.906m",
16712,6+480.08,0.533m,"1,279.991m",
16713,6+479.94,0.971m,"1,280.091m",
16714,6+480.03,1.204m,"1,280.018m",
16715,6+480.11,2.315m,"1,279.784m",
16716,6+480.05,4.017m,"1,279.622m",
16717,6+480.00,5.293m,"1,279.698m",
16718,6+480.05,6.650m,"1,279.515m",
16719,6+480.10,8.612m,"1,279.511m",
16720,6+480.21,10.840m,"1,279.491m",
16721,6+480.17,12.236m,"1,279.481m",
16722,6+480.01,14.735m,"1,279.530m",
16723,6+459.98,-14.748m,"1,281.261m",
16724,6+460.05,-13.243m,"1,281.250m",
16725,6+459.97,-11.302m,"1,281.304m",
16726,6+460.13,-9.715m,"1,281.157m",
16727,6+460.19,-8.603m,"1,281.217m",
